input,target
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado 3 de 1.5, coeficiente de segundo grado de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado tres de 1.5, coeficiente de grado 2 de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar lista: Sistema de dos ecuaciones,CASES EQ SUM NEG MUL VN a E E VF EQ SUM MUL VN c E MUL VF d E MUL VN a E NEG MUL VF b E E VN E
generar pseudolatex: Polinomio de grado cuatro completo con coeficientes racionales,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4}
"generar lista: Es el opuesto a un polinomio de grado 5, compuesto por 6 términos dónde los coeficientes son números racionales",SUM NEG MUL VD POW x 5 E NEG MUL VD POW x 4 E MUL VD POW x 3 E NEG MUL VD POW x 2 E NEG MUL VD x E NEG VD E
generar pseudolatex: Polinomio de grado siete completo con coeficientes enteros,- VNx^{7} - VNx^{6} - VNx^{5} + VNx^{4} + VNx^{3} + VNx^{2} + VNx - VN
generar lista: Polinomio de séptimo grado completo,SUM NEG MUL VC POW x 7 E NEG MUL VC POW x 6 E NEG MUL VC POW x 5 E NEG MUL VC POW x 4 E NEG MUL VC POW x 3 E NEG MUL VC POW x 2 E NEG MUL VC x E NEG VC E
generar pseudolatex: Un sistema de dos ecuaciones para cuatro incógnitas,\begin{cases} - VF.c - VN.d - VN.a - VN.b = VF \\- VF.d - VN.a = VF \end{cases}
"generar lista: Sistema de ecuacion de 2 ecuaciones lineales de dos variables, con coeficientes distintos de 0",CASES EQ SUM MUL VN x E MUL VN y E E VN EQ SUM MUL VN y E MUL VN x E E VF E
generar pseudolatex: Polinomio de grado 5 Coeficientes decimales Coeficiente Independiente=5.8 seis términos,VDx^{5} + VDx^{4} + VDx^{3} + VDx^{2} + VDx + VD
generar lista: Sistema de ecuaciones de 2 ecuaciones con 2 variables,CASES EQ SUM MUL VN x E NEG MUL VF y E E VF EQ SUM NEG MUL VN x E NEG MUL VN y E E VF E
generar pseudolatex: Polinomio de grado 3 completo,VR + VRx + VRx^{2} + VRx^{3}
"generar pseudolatex: Polinomio completo de variable x, de orden 4",- VNx^{2} - VN - VNx^{4} - VNx - VNx^{3}
"generar lista: Polinomio de 1er grado completo, dos terminos",SUM VN MUL VN x E E
generar lista: polinomio de grado 2 con 2 términos incompleto ,SUM MUL VN y E NEG MUL VF POW y 2 E E
generar pseudolatex: Polinomio de grado 8 completo,- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} - VC.x^{7} - VC.x^{8}
generar pseudolatex: Polinomio de grado 6,- VFx^{6} + VFx^{5} - VFx^{4} + VFx^{3} + VFx^{2} + VFx + VF
"generar lista: Polinomio de grado 6, completo, no ordenado y con 7 términos",SUM MUL VR POW x 6 E MUL VR POW x 4 E MUL VR POW x 5 E NEG VR MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E E
generar lista: Polinomio completo de quinto grado de 6 terminos,SUM NEG MUL VN POW x 5 E NEG MUL VN POW x 4 E MUL VN POW x 3 E NEG MUL VN POW x 2 E MUL VN x E NEG VN E
"generar pseudolatex: Polinomio de tercer grado completo. Posee 4 terminos, los terminos 2 y 3 son negativos.",VD - VDx - VDx^{2} + VDx^{3}
generar lista: Polinomio con potencia máxima 13. Solo término principal y coeficiente -11i,SUM NEG MUL 11i POW y 13 E E
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado 3 de 1.5, coeficiente de 2do grado de 6.3, coeficiente primer grado de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
generar lista: Sistema de ecuaciones con dos incógnitas,CASES EQ SUM NEG MUL VN x E NEG MUL VF y E E VN EQ SUM NEG MUL VF y E NEG MUL VN x E E VN E
"generar pseudolatex: Polinomio ordenado e incompleto de grado 3, con coeficiente principal -7, conformado por dos términos. Conformado con coeficientes enteros y compejos.",- VNy^{3} + VC
generar pseudolatex: Un polinomio de grado siete desordenado,VNx^{3} + VN + VNx^{6} + VNx^{2} + VNx^{4} + VNx^{7} + VNx^{5} + VNx
generar lista: Polinomio cuadrático completo y desordenado,SUM MUL VR x E MUL VR POW x 2 E NEG VR E
"generar pseudolatex: Polinomio de décimo grado  , completo  Desordenado",VRx^{2} + VRx^{3} + VRx^{4} + VR + VRx^{5} + VRx + VRx^{9} + VRx^{7} + VRx^{6} + VRx^{10} + VRx^{8}
"generar pseudolatex: Sistema de dos ecuaciones, una con una variable y dos términos, y otra con tres variables y cuatro terminos",\begin{cases} VF.x = VN \\VF.x + VN.z + VF.y = VF \end{cases}
generar lista: Polinomio de grado uno  X variable,SUM VR NEG MUL VR x E E
generar pseudolatex: Sistema lineal de dos ecuaciones de cuatro variables con coeficientes fraccionarios.,\begin{cases} VF.c + VN.d + VF.a + VN.b = VN \\VF.c + VF.d - VF.a - VN.b = VN \end{cases}
"generar lista: Sistema de 3 ecuaciones incompletas con 3 incógnitas x, y, z. El sistema es homogéneo",CASES EQ SUM MUL VN z E MUL VF x E E 0 EQ SUM NEG MUL VF y E E 0 EQ SUM MUL VN z E MUL VF x E E 0 E
"generar pseudolatex: Polinomio incompleto, desordenado, de quinto grado con variable ""z""",- VC + VNz^{5} - VNz + VFz^{2}
generar pseudolatex: Polinomio de grado 5 completo,VFx^{2} - VF + VFx^{5} + VFx^{3} + VFx - VFx^{4}
"generar pseudolatex: sistema de ecuaciones de cuatro variables y 3 ecuaciones, no homogeneo con coeficientes reales y fraccionarios",\begin{cases} VN.d + VF.a + VF.b + VF.c = VN \\- VN.a - VN.d + VF.c + VN.b = VN \\VN.a + VN.b + VN.d + VN.c = VN \end{cases}
"generar lista: Polinomio de grado 6, completo, no ordenado y con siete términos",SUM MUL VR POW x 6 E MUL VR POW x 4 E MUL VR POW x 5 E NEG VR MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E E
generar pseudolatex: Polinomio completo de cuarto grado y con cinco términos,- VFx^{4} - VFx^{3} - VFx^{2} - VFx - VF
"generar pseudolatex: polinomio a coeficientes reales (incluso racionales). estaría ordenado en forma descendiente, su grado es 4, coeficiente principal -65 y el término independiente es 0.",- VNx^{4} - VFx^{3} - VFx^{2} - VNx
generar pseudolatex: Polinomio de grado cuatro completo,- VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio lineal completo con coeficientes fraccionarios,- VFx - VF
"generar lista: Polinomio en variable ""y"" de décimo grado, incompleto, con seis términos",SUM NEG MUL VN POW y 3 E NEG VC MUL VC POW y 6 E NEG MUL VN POW y 10 E NEG MUL VN POW y 5 E NEG MUL VN y E E
"generar pseudolatex: Polinomio lineal, completo con 2 términos",- VRx + VR
generar pseudolatex: Sistema de dos ecuaciones con tres incognitas,\begin{cases} VN.x + VN.y + VN.z = VF \\- VN.z + VN.y - VF.x = VN \end{cases}
generar lista: sistema de dos ecuaciones y tres incognitas,CASES EQ SUM MUL VN x E MUL VN y E MUL VN z E E VF EQ SUM NEG MUL VN z E MUL VN y E NEG MUL VF x E E VN E
"generar lista: Polinomio de grado tres completo. Posee cuatro terminos, los terminos 2 y tres son negativos.",SUM VD NEG MUL VD x E NEG MUL VD POW x 2 E MUL VD POW x 3 E E
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de tercer grado de 1.5, coeficiente de segundo grado de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de 3er grado de 1.5, coeficiente de segundo grado de 6.3, coeficiente primer grado de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
"generar pseudolatex: Sistema de dos ecuaciones con dos variables, sistema homogéneo",\begin{cases} - VF.y + VN.x = 0 \\- VF.y + VN.x = 0 \end{cases}
generar pseudolatex: Polinomio de tercer grado con números grandes positivos. Está ordenado de forma decreciente y le falta el término cuadratico,VNx^{3} + VNx + VF
"generar lista: Polinomio cuarto grado y variable ""y""",SUM MUL VN POW y 4 E E
generar lista: Sistema de ecuaciones lineales Ecuaciones de primer grado Sistema compatible  Dos variables,CASES EQ SUM NEG MUL VF y E NEG MUL VN x E E 0 EQ SUM NEG MUL VF y E NEG MUL VF x E E 0 E
generar lista: Polinomio incompleto de grado diez con tres terminos,SUM MUL VN POW y 9 E MUL VF POW y 10 E NEG MUL VF POW y 7 E E
generar pseudolatex: Polinomio completo de grado 8 y numeros enteros,VN + VNx + VNx^{2} + VNx^{3} + VNx^{4} + VNx^{5} + VNx^{6} + VNx^{7} + VNx^{8}
generar pseudolatex: Sistema de dos ecuaciones con dos incógnitas,\begin{cases} - VF.y + VN.x = VN \\VF.x = VN \end{cases}
"generar pseudolatex: Polinomio de grado 8 completo, con todos los coeficientes enteros negativos y pequeños. El orden del polinomio es ascendente en potencias",- VN - VNx - VNx^{2} - VNx^{3} - VNx^{4} - VNx^{5} - VNx^{6} - VNx^{7} - VNx^{8}
generar pseudolatex: Polinomio fraccionario de grado 6 completo,VRx^{6} + VRx^{4} + VRx^{5} - VR + VRx^{3} - VRx^{2} + VRx
"generar lista: Polinomio incompleto, desordenado, de quinto grado con variable ""z""",SUM NEG VC MUL VN POW z 5 E NEG MUL VN z E MUL VF POW z 2 E E
generar pseudolatex: Sistema de dos ecuaciones con 3 incognitas,\begin{cases} VN.x + VN.y + VN.z = VF \\- VN.z + VN.y - VF.x = VN \end{cases}
"generar lista: sistema de dos ecuaciones con dos incógnitas, en los términos que contienen x, la variable está multiplicada por una fracción, en los de y por un entero.",CASES EQ SUM MUL VF x E MUL VN y E E VN EQ SUM NEG MUL VN y E MUL VF x E E VN E
generar pseudolatex: Polinomio de primer grado incompleto con 1 término,VFx
generar pseudolatex: Polinomio incompleto de grado dos con coeficiente principal negativo,VNy - VFy^{2}
generar pseudolatex: Polinomio de cuarto grado con coeficientes negativos,- VNx^{3} - VN - VNx^{2} - VNx - VNx^{4}
"generar lista: Polinomio de primer grado completo, dos terminos",SUM VN MUL VN x E E
generar pseudolatex: Monomio de grado seis en indeterminada z con coeficiente 23,VNz^{6}
"generar lista: Polinomio de grado 8 completo, con todos los coeficientes enteros negativos y pequeños. El orden del polinomio es ascendente en potencias",SUM NEG VN NEG MUL VN x E NEG MUL VN POW x 2 E NEG MUL VN POW x 3 E NEG MUL VN POW x 4 E NEG MUL VN POW x 5 E NEG MUL VN POW x 6 E NEG MUL VN POW x 7 E NEG MUL VN POW x 8 E E
generar lista: Polinomio quinto grado completo,SUM VD MUL VD POW x 5 E MUL VD POW x 3 E MUL VD POW x 4 E MUL VD x E MUL VD POW x 2 E E
"generar pseudolatex: Es un polinomio de décimo grado, incompleto",VNx^{4} + VNx + VFx^{8} + VFx^{7} + VNx^{9} + VFx^{10} + VNx^{2} + VN + VFx^{5} + VNx^{6}
"generar lista: polinomio ordenado de 10 variables , conformado con números racionales y reales",SUM NEG MUL VR POW x 10 E NEG MUL VR POW x 9 E NEG MUL VR POW x 8 E NEG MUL VR POW x 7 E NEG MUL VR POW x 6 E NEG MUL VR POW x 5 E NEG MUL VR POW x 4 E NEG MUL VR POW x 3 E NEG MUL VR POW x 2 E NEG MUL VR x E NEG VR E
"generar pseudolatex: Polinomio de grado 6, coeficiente principal 17, completo y ordenado",VRx^{6} + VRx^{5} - VRx^{4} + VRx^{3} - VRx^{2} + VRx - VR
generar pseudolatex: Polinomio de cuarto grado con solo el termino principal. El coeficiente principal es 5 y la variable es y,VNy^{4}
"generar lista: Sistema de 3 ecuaciones, de variables a, c, b y d. Todas de primer grado y de 4 términos cada una",CASES EQ SUM NEG MUL VN c E NEG MUL VN a E NEG MUL VF b E MUL VN d E E VN EQ SUM MUL VN c E MUL VF a E MUL VF b E MUL VF d E E VF EQ SUM MUL VN c E MUL VF a E MUL VF b E MUL VN d E E VF E
generar lista: polinomio de grado 6 completo compuesto de coeficientes racionales y decimales,SUM MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 6 E MUL VR POW x 4 E VR MUL VR x E MUL VR POW x 5 E E
generar pseudolatex: Polinomio cuadrático completo con coeficientes decimales. Está en orden creciente,VD - VDx + VDx^{2}
generar pseudolatex: Sistemas de 2 ecuaciones con 2 variables,\begin{cases} VN.y + VN.x = VF \\VN.x + VF.y = VF \end{cases}
"generar lista: Polinomio de grado 1 completo, con coeficientes racionales. Coeficiente principal 9/7 y término independiente 43.1",SUM MUL FRAC 9 7 x E 43.1 E
generar lista: Polinomio de primer grado con dos términos,SUM NEG VN NEG MUL VN x E E
generar lista: Un polinomio de grado ocho completo. Los coeficientes son reales con un decimal.,SUM VD MUL VD x E NEG MUL VD POW x 2 E NEG MUL VD POW x 3 E NEG MUL VD POW x 4 E MUL VD POW x 5 E MUL VD POW x 6 E NEG MUL VD POW x 7 E MUL VD POW x 8 E E
generar lista: Sistema de ecuaciones con tres ecuaciones y tres incognitas,CASES EQ SUM MUL VN y E NEG MUL VN x E NEG MUL VF z E E VN EQ SUM NEG MUL VF z E MUL VN x E NEG MUL VN y E E VF EQ SUM NEG MUL VN x E NEG MUL VF z E MUL VF y E E VF E
generar pseudolatex: Polinomio incompleto de segundo grado con coeficiente principal -79,- VNx^{2}
generar lista: Polinomio de grado 7 completo,SUM NEG MUL VC POW x 7 E NEG MUL VC POW x 6 E NEG MUL VC POW x 5 E NEG MUL VC POW x 4 E NEG MUL VC POW x 3 E NEG MUL VC POW x 2 E NEG MUL VC x E NEG VC E
"generar pseudolatex: Polinomio en indeterminada ""z"" de 7mo grado incompleto. Tiene solo términos de potencia 4, seis y 7. El coeficiente del término de potencia cuatro tiene coeficiente complejo",VFz^{6} + VFz^{7} - VC.z^{4}
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado tres de 1.5, coeficiente de segundo grado de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar lista: Sistema de 2 ecuaciones con 2 variables cada uno,CASES EQ SUM NEG MUL VN x E NEG MUL VN y E E 0 EQ SUM NEG MUL VN x E NEG MUL VF y E E 0 E
generar pseudolatex: Un polinomio de octavo grado completo. Los coeficientes son reales con un decimal.,VD + VDx - VDx^{2} - VDx^{3} - VDx^{4} + VDx^{5} + VDx^{6} - VDx^{7} + VDx^{8}
generar pseudolatex: Polinomio de décimo grado incompleto,- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF
generar pseudolatex: Polinimio incompleto de grado 8,- VNx^{8} - VNx^{3}
generar lista: Polinomio de grado 1 completo con coeficiente principal fraccionario,SUM NEG VR NEG MUL VF x E E
generar pseudolatex: polinomio de primer grado completo,- VFx - VF
generar pseudolatex: Polinomio de grado 4 completo,- VDx^{3} - VDx - VD - VDx^{2} - VDx^{4}
generar lista: Polinomio de grado cinco incompleto,SUM MUL VF POW z 5 E MUL VN POW z 2 E E
generar pseudolatex: Polinomio de primer grado incompleto,- VNx
generar lista: Polinomio de segundo grado de tres terminos. Su coeficiente principal es 2/13.,SUM VF MUL VF x E MUL FRAC 2 13 POW x 2 E E
generar pseudolatex: Polinomio completo de grado dos.,VRx^{2} + VR + VRx
generar pseudolatex: Polinomio de grado 8 de 9 términos,VF + VFx + VFx^{2} + VFx^{3} + VFx^{4} + VFx^{5} + VFx^{6} + VFx^{7} + VFx^{8}
"generar lista: Polinomio de tercer grado completo. Posee 4 terminos, los terminos dos y 3 son negativos.",SUM VD NEG MUL VD x E NEG MUL VD POW x 2 E MUL VD POW x 3 E E
generar lista: Sistema de cuatro ecuaciones con cuatro incognitas,CASES EQ SUM MUL VN d E MUL VN c E MUL VN b E NEG MUL VN a E E 0 EQ SUM MUL VN d E NEG MUL VN c E NEG MUL VN b E MUL VN a E E 0 EQ SUM NEG MUL VF d E MUL VN c E NEG MUL VN b E NEG MUL VN a E E 0 EQ SUM MUL VN d E NEG MUL VN c E NEG MUL VN b E MUL VF a E E 0 E
generar pseudolatex: polinomio de grado diez con ocho terminos e indeterminada z,- VF + VFz^{10} - VFz^{6} + VFz^{7} + VC.z^{8} + VNz^{2} - VNz^{3} + VNz^{5}
generar lista: Polinomio complejo y completo desordenado de grado 5,SUM MUL VC POW x 2 E MUL VC POW x 4 E MUL VC x E VC MUL VC POW x 3 E MUL VC POW x 5 E E
generar lista: Polinomio de grado 7 completo de ocho terminos,SUM MUL VN POW x 7 E MUL VN POW x 6 E MUL VN POW x 5 E MUL VN POW x 4 E MUL VN POW x 3 E MUL VN POW x 2 E MUL VN x E VN E
"generar lista: Sistema de 2 ecuaciones y 2 incógnitas, todas de primer grado usando algunos coeficientes fraccionarios",CASES EQ SUM MUL VF x E MUL VN y E E 0 EQ SUM MUL VN x E MUL VF y E E 0 E
generar lista: Polinomio de grado diez con todos los coeficientes distintos de 0,SUM VR MUL VR x E MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E MUL VR POW x 6 E NEG MUL VR POW x 7 E NEG MUL VR POW x 8 E MUL VR POW x 9 E MUL VR POW x 10 E E
generar pseudolatex: Polinomio de quinto grado incompleto y con variable z. El polinomio no tiene orden alguno,- VNz^{2} - VF + VFz^{5} - VC.z
generar lista: un polinomio de grado nueve incompleto con variable z,SUM MUL VC POW z 9 E MUL VC POW z 7 E NEG MUL VC POW z 8 E E
generar pseudolatex: Polinomio grado 8,- VNx^{8}
"generar lista: Sistema de ecuaciones homogéneo de 2x2.  Orden de las variables: y , x ",CASES EQ SUM NEG MUL VF y E NEG MUL VN x E E 0 EQ SUM NEG MUL VF y E NEG MUL VN x E E 0 E
generar lista: es un polinomio de octavo grado completo que empieza con el grado más bajo (0) y termina con el más alto (8),SUM VN MUL VN x E MUL VN POW x 2 E MUL VN POW x 3 E MUL VN POW x 4 E MUL VN POW x 5 E MUL VN POW x 6 E MUL VN POW x 7 E MUL VN POW x 8 E E
generar pseudolatex: Sistema de ecuaciones lineal con tres incógnita y tres ecuaciones,\begin{cases} - VN.z + VN.y - VF.x = VF \\VN.z - VF.y - VF.x = VF \\VN.z + VF.y + VF.x = VN \end{cases}
"generar pseudolatex: Sistema de 2 ecuaciones con 4 variables a,b,c y d",\begin{cases} - VF.d + VF.b + VF.a - VN.c = VN \\VN.d - VN.b - VF.a + VN.c = VN \end{cases}
generar lista: Polinomio de décimo grado,SUM NEG MUL VR POW x 4 E NEG VR MUL VR POW x 3 E NEG MUL VR x E MUL VR POW x 9 E NEG MUL VR POW x 10 E MUL VR POW x 7 E NEG MUL VR POW x 5 E NEG MUL VR POW x 6 E NEG MUL VR POW x 2 E MUL VR POW x 8 E E
generar lista: Un polinomio de grado 8 completo. Los coeficientes son reales con un decimal.,SUM VD MUL VD x E NEG MUL VD POW x 2 E NEG MUL VD POW x 3 E NEG MUL VD POW x 4 E MUL VD POW x 5 E MUL VD POW x 6 E NEG MUL VD POW x 7 E MUL VD POW x 8 E E
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado 3 de 1.5, coeficiente de grado dos de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar pseudolatex: Polinomio en indeterminada z de grado 13 que incluye tres coeficientes complejos. No está ordenado,VNz^{6} - VNz^{12} + VFz^{7} - VNz - VNz^{13} - VC.z^{11} + VFz^{10} + VC.z^{9} + VC.z^{2} - VNz^{4}
generar pseudolatex: Sistema de tres ecuaciones con tres incógnitas,\begin{cases} - VF.y + VF.z + VF.x = 0 \\- VN.y + VF.z - VF.x = 0 \\VF.y - VN.z - VN.x = 0 \end{cases}
"generar pseudolatex: Polinimio de tercer grado ordenado, sin coeficientes nulos",VRx^{3} + VRx^{2} + VRx + VR
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado 3 de 1.5, coeficiente de grado dos de 6.3, coeficiente primer grado de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
generar lista: Sistema de ecuación de 4 variables y dos ecuaciones. El sistema tendrá infinitas soluciones,CASES EQ SUM MUL VN a E NEG MUL VN b E E VN EQ SUM NEG MUL VN b E MUL VN c E MUL VN d E E VF E
"generar lista: Sistema de dos ecuaciones, una con una variable y dos términos, y otra con tres variables y 4 terminos",CASES EQ SUM MUL VF x E E VN EQ SUM MUL VF x E MUL VN z E MUL VF y E E VF E
generar lista: Polinomio de segundo grado completo y con números decimales,SUM MUL VD x E VD MUL VD POW x 2 E E
"generar lista: Sistema de dos ecuaciones, una con una variable y dos términos, y otra con tres variables y cuatro terminos",CASES EQ SUM MUL VF x E E VN EQ SUM MUL VF x E MUL VN z E MUL VF y E E VF E
generar lista: Polinomio de décimo grado con todos los coeficientes distintos de 0,SUM VR MUL VR x E MUL VR POW x 2 E NEG MUL VR POW x 3 E NEG MUL VR POW x 4 E NEG MUL VR POW x 5 E MUL VR POW x 6 E NEG MUL VR POW x 7 E NEG MUL VR POW x 8 E MUL VR POW x 9 E MUL VR POW x 10 E E
generar lista: Polinomio incompleto de grado 4. Coeficiente principal 67,SUM MUL 67 POW x 4 E MUL VN x E MUL VN POW x 2 E E
"generar lista: Sistema de 3 ecuaciones con 3 variables (x,y,z) con todos sus coeficientes distintos de 0",CASES EQ SUM MUL VN z E MUL VN y E MUL VN x E E VF EQ SUM MUL VN y E MUL VF z E NEG MUL VF x E E VN EQ SUM MUL VN y E NEG MUL VF z E MUL VN x E E VF E
generar lista: Sistema de ecuación de cuatro variables y 2 ecuaciones. El sistema tendrá infinitas soluciones,CASES EQ SUM MUL VN a E NEG MUL VN b E E VN EQ SUM NEG MUL VN b E MUL VN c E MUL VN d E E VF E
"generar lista: Sistema de dos ecuaciones y dos incógnitas, todas de primer grado usando algunos coeficientes fraccionarios",CASES EQ SUM MUL VF x E MUL VN y E E 0 EQ SUM MUL VN x E MUL VF y E E 0 E
generar lista: expresion polinomica de quinto grado con 6 terminos,SUM NEG MUL VF POW x 5 E MUL VF POW x 4 E MUL VF POW x 3 E MUL VF POW x 2 E MUL VF x E NEG VF E
generar lista: Sistema de ecuaciones con 2 incógnitas,CASES EQ SUM NEG MUL VN x E NEG MUL VF y E E 0 EQ SUM NEG MUL VF x E NEG MUL VN y E E 0 E
"generar pseudolatex: Polinomio de segundo grado incompleto, con 2 términos, con coeficiente principal (-9/4), ordenado de mayor a menor y con coeficientes fraccionarios.",- VFy^{2} + VF
generar lista: expresion polinomica de grado cinco con seis terminos,SUM NEG MUL VF POW x 5 E MUL VF POW x 4 E MUL VF POW x 3 E MUL VF POW x 2 E MUL VF x E NEG VF E
"generar pseudolatex: Es el opuesto a un polinomio de grado 5, compuesto por 6 términos dónde los coeficientes son números racionales",- VDx^{5} - VDx^{4} + VDx^{3} - VDx^{2} - VDx - VD
generar lista: Un polinomio de grado siete desordenado,SUM MUL VN POW x 3 E VN MUL VN POW x 6 E MUL VN POW x 2 E MUL VN POW x 4 E MUL VN POW x 7 E MUL VN POW x 5 E MUL VN x E E
"generar pseudolatex: Sistema de ecuaciones con cuatro variables, no homogeneo",\begin{cases} - VN.d - VN.a - VN.b - VN.c = VF \\- VN.d - VN.a + VF.b - VN.c = VF \end{cases}
generar lista: Es un monomio de grado 1 con un coeficiente principal igual a 25,SUM MUL 25 z E E
"generar lista: Polinomio de grado 7, completo, desordenado y con coeficientes decimales",SUM MUL VD POW x 3 E NEG MUL VD POW x 7 E NEG MUL VD POW x 6 E NEG MUL VD POW x 2 E MUL VD x E NEG MUL VD POW x 4 E VD MUL VD POW x 5 E E
"generar pseudolatex: Polinomio noveno grado, incompleto, coeficiente principal 26 y 6 términos",VNx^{9} + VNx^{7} + VFx^{4} + VNx^{3} + VNx + VN
"generar lista: Sist. de ecuaciones, dos variables, dos ecuaciones. Homogeneo",CASES EQ SUM NEG MUL VF y E MUL VN x E E 0 EQ SUM NEG MUL VF y E MUL VN x E E 0 E
"generar lista: Sistema de 3 ecuaciones, de variables a, c, b y d. Todas de grado uno y de 4 términos cada una",CASES EQ SUM NEG MUL VN c E NEG MUL VN a E NEG MUL VF b E MUL VN d E E VN EQ SUM MUL VN c E MUL VF a E MUL VF b E MUL VF d E E VF EQ SUM MUL VN c E MUL VF a E MUL VF b E MUL VN d E E VF E
generar pseudolatex: polinomio de cuarto grado con cinco terminos,VNx^{4} + VNx^{3} + VNx^{2} + VNx - VN
"generar pseudolatex: Polinomio desordenado, completo de grado seis con todos sus coeficientes negativos y casi todos fraccionarios",- VRx^{2} - VRx^{4} - VRx - VRx^{5} - VRx^{3} - VRx^{6} - VR
generar lista: Sistema de cuatro ecuaciones con cuatro incognitas. No teniendo todas las incógnitas del mismo lado. Usando coeficientes fraccionarios positivos y negativos,CASES EQ SUM NEG MUL VN d E MUL VF b E E SUM MUL VF c E VN E EQ VF SUM NEG MUL VN a E MUL VN b E MUL VN c E E EQ SUM NEG MUL VF b E NEG MUL VN c E E SUM NEG MUL VN a E MUL VF d E VN E EQ SUM MUL VF b E E SUM NEG MUL VF a E NEG MUL VF d E VF E E
generar lista: Sistema de ecuaciones con 3 ecuaciones y 3 incógnitas,CASES EQ SUM NEG MUL VF y E MUL VN x E NEG MUL VN z E E VF EQ SUM MUL VF y E NEG MUL VN x E MUL VN z E E VN EQ SUM NEG MUL VN y E NEG MUL VF x E MUL VN z E E VF E
generar pseudolatex: Monomio de grado dos de coeficiente -7,- VNz^{2}
generar pseudolatex: polinomio de séptimo grado el mismo está desordenado pero completo,VNx^{5} + VNx^{3} + VNx^{4} - VNx^{7} - VN + VNx^{2} + VNx + VNx^{6}
"generar pseudolatex: Polinomio de grado 2, contiene tres términos y está completo",VFx^{2} - VFx + VF
generar pseudolatex: Polinomio de segundo grado de 3 terminos. Su coeficiente principal es 2/13.,VF + VFx + VFx^{2}
"generar lista: Polinomio desordenado e incompleto (falta el término independiente) de grado 9. Se compone con coeficientes enteros  y fraccionarios, su coeficiente principal es -195. Está formado por nueve términos.",SUM NEG MUL VF POW x 3 E NEG MUL VF POW x 5 E NEG MUL VN POW x 4 E NEG MUL VN POW x 2 E NEG MUL VF POW x 6 E NEG MUL 195 POW x 9 E NEG MUL VN POW x 8 E NEG MUL VN x E NEG MUL VN POW x 7 E E
generar pseudolatex: Polinomio incompleto de grado diez con tres terminos,VNy^{9} + VFy^{10} - VFy^{7}
"generar lista: Polinomio de grado 4 completo y desordenado. Términos enteros y racionales. Coeficiente principal -2, término independiente -39.  Coeficientes negativos. Orden de exponentes: 3, 2, 4, 0, 1",SUM NEG MUL VR POW x 3 E NEG MUL VR POW x 2 E NEG MUL 2 POW x 4 E NEG 39 NEG MUL VR x E E
generar pseudolatex: Un polinomio de grado 8 completo. Los coeficientes son reales con un decimal.,VD + VDx - VDx^{2} - VDx^{3} - VDx^{4} + VDx^{5} + VDx^{6} - VDx^{7} + VDx^{8}
"generar pseudolatex: Polinomio con coeficientes fraccionarios, completo de grado 4",VFx^{4} + VFx^{3} + VFx^{2} + VFx + VF
